Ñù±¾id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14
sample_185,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,1200,0.15,3.5,22:00-23:00,23:00:00,79,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1141,300,,405,700,1:00:00,29,,,3:00:00,101,4:00:00,103,0.2,5:00:00,104,6:00:00,105,0.2,200,6:00-7:00,50,9,5,7:00:00,80,8:00:00,73,8:00-9:00,320,3.5,3.5,9:00-10:00,10:00:00,80,12:00:00,45,12:00-13:30,13:30-15:00,15:00-16:00,1200,0.15,420
sample_1460,300,,405,700,2:00:00,30,,,3:30:00,100,4:30:00,103,0.2,5:30:00,103,6:30:00,104,0.2,300,7:30-8:00,50,10,5,8:00:00,70,8:30:00,75,14:15-14:50,350,3.5,3.5,14:50-15:50,15:50:00,65,18:00:00,45,18:30-20:00,21:00-21:30,,800,0.15,400
sample_1835,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_1539,300,,405,700,18:30:00,80,,,20:30:00,100,21:30:00,102,0.2,22:30:00,103,23:30:00,104,0.2,300,2:30-3:00,50,9,5,3:00:00,70,3:30:00,75,14£»00-14:30,350,3.5,3.5,14:00-15:00,15:00:00,60,21:00:00,45,21:30-23:00,0:00-1:30,,800,0.15,400
sample_598,300,,405,700,21:00:00,22,,,22:00:00,101,23:00:00,103,0.2,0:00:00,101,1:00:00,104,0.2,200,1:00-2:00,50,9,5,2:00:00,90,2:30:00,77,2:30-3:30,330,3.5,3.5,3:30-4:30,4:30:00,65,6:30:00,45,9:00-11:00,13:00-15:00,,800,0.15,420
sample_1800,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420
sample_394,300,,405,700,22:00:00,23,,,23:00:00,100,0:00:00,105,0.2,1:00:00,107,2:00:00,107,0.2,300,2:10-2:40,50,9,5,3:00:00,70,3:30:00,78,3:30-4:30,310,3.5,3.5,5:00-6:00,6:00:00,65,8:00:00,46,8:10-9:10,9:30-10:40,,800,0.15,400
sample_1146,300,,405,700,18:00:00,29,,,20:00:00,101,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,0:00:00,78,1:00:00,73,1:00-2:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400
sample_149,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,105,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
sample_1750,300,,405,700,22:00:00,29,,,0:00:00,100,1:00:00,102,0.2,2:00:00,104,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:30,1200,0.15,400
sample_1977,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,440
sample_1830,300,,405,700,14:00:00,30,,,16:00:00,101,17:00:00,104,0.2,18:00:00,106,19:00:00,107,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420
sample_818,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_881,300,,405,700,21:30:00,40,21:45:00,80,23:20:00,100,0:20:00,102,0.2,1:20:00,102,2:20:00,104,0.2,300,4:30-5:00,50,9,5,5:00:00,70,5:30:00,75,16:00-16:30,300,3.5,3.5,16:30-18:00,18:00:00,60,20:30:00,45,21:30-23:30,0:00-2:00,,800,0.15,400
sample_77,300,,405,700,14:00:00,30,,,16:00:00,101,17:00:00,102,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1240,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
sample_309,300,,405,700,0:00:00,21,,,1:30:00,100,2:30:00,101,0.2,3:30:00,103,4:30:00,105,0.2,300,6:30-7:00,40,9,5,7:00:00,70,7:30:00,78,14:00-15:00,300,3.5,3.5,15:00-16:30,16:30:00,65,19:00:00,40,20:00-21:30,22:30-0:00,,800,0.15,390
sample_90,300,,405,700,22:00:00,30,,,0:00:00,100,1:00:00,103,0.2,2:00:00,105,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
sample_1447,300,,405,700,8:00:00,22,,,9:00:00,100,10:00:00,102,0.2,11:00:00,102,12:00:00,103,0.2,300,15:30-16:00,40,9,5,16:00:00,70,16:30:00,78,23:00-0:00,300,3.5,3.5,0:00-1:30,1:30:00,60,4:30:00,40,8:00-9:30,10:10-12:00,,800,0.15,400
sample_1584,300,,405,700,2:00:00,20,,,3:00:00,100,4:00:00,105,0.2,5:00:00,107,6:00:00,107,0.2,300,6:00-6:30,50,9,5,7:00:00,70,7:30:00,76,7:30-8:30,350,3.5,3.5,8:30-9:30,9:30:00,70,11:30:00,45,11:30-12:50,13:10-14:30,,800,0.15,400
sample_23,300,,405,700,5:00:00,24,,,6:30:00,100,7:30:00,104.2,0.2,8:30:00,103.9,9:30:00,103.6,0.2,300,12:00-12:30,35,9,5,12:30:00,70,13:00:00,78,18:30-19:30,320,3.5,3.5,19:30-20:30,20:30:00,60,2:00:00,40,3:00-4:30,5:00-6:30,,800,0.15,400
sample_1188,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_1461,300,,405,700,10:45:00,65,,,14:00:00,101,15:00:00,104,0.2,16:00:00,103,17:00:00,104,0.2,300,17:00-17:30,50,9,5,17:30:00,70,18:00:00,75,23:00-23:30,350,3.5,3.5,23:30-0:30,0:30:00,65,3:00:00,45,6:00-7:30,8:00-10:00,,800,0.15,400
sample_1691,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_316,300,,405,700,16:00:00,32,16:20:00,80,18:10:00,100,19:10:00,102,0.2,20:10:00,103,21:10:00,102,0.2,300,1:30-2:00,50,9,5,2:00:00,70,2:30:00,75,10:30-11:00,300,3.5,3.5,11:00-13:00,13:00:00,50,17:00:00,28,17:00-18:00,19:30-21:00,,800,0.15,785
sample_299,300,125,,980,22:30:00,24,,,0:00:00,100,1:00:00,102,0.2,2:00:00,102,3:00:00,102,0.2,300,3:30-4:00,40,9,5,4:30:00,70,5:00:00,78,15:00-16:00,310,3.5,3.5,16:00-17:00,17:00:00,60,19:00:00,40,20:30-22:00,22:30-0:00,,800,0.15,400
sample_459,300,,405,700,13:00:00,29,,,14:00:00,102,15:00:00,103,0.2,16:00:00,103,17:00:00,104,0.2,200,17:30-18:00,50,9,5,18:30:00,70,19:00:00,78,19:00-20:00,300,3.5,3.5,20:00-21:30,21:30:00,60,23:00:00,36,4:00-5:30,6:30-8:00,,800,0.15,400
sample_462,300,,405,700,16:00:00,21,,,17:00:00,100,18:30:00,101,0.2,19:30:00,103,20:30:00,105,0.2,200,20:30-21:00,50,10,5,21:00:00,70,21:30:00,77,21:30-22:30,300,3.5,3.5,22:30-2:00,2:00:00,60,8:00:00,40,8:20-10:10,10:30-11:30,,800,0.15,400
sample_1730,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,102,0.2,10:00:00,103,11:00:00,103,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420
sample_689,300,,405,700,14:00:00,30,,,16:00:00,101,17:00:00,103,0.2,18:00:00,105,19:00:00,107,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420
sample_1943,300,,405,700,6:00:00,30,,,8:00:00,103,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_1043,200,,270,470,8:00:00,26,,,9:30:00,100,10:30:00,103,0.2,11:30:00,102,12:30:00,103,0.2,300,12:30-13:00,25,10,5,13:30:00,70,14:00:00,78,14:00-15:00,190,3.5,3.5,15:00-16:30,16:30:00,63,19:00:00,45,23:00-1:00,,,400,0.15,280
sample_919,300,,405,700,18:00:00,38,18:10:00,80,11:50:00,100,20:50:00,104,0.2,21:50:00,102,22:50:00,104,0.2,300,0:00-0:30,50,9,5,0:30:00,70,1:00:00,75,10:30-11:00,370,3.5,3.5,11:00-13:00,13:00:00,52,14:30:00,45,14:30-16:00,16:30-18:00,,800,0.15,400
sample_1104,300,,405,700,18:00:00,29,,,20:00:00,101,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,0:00:00,80,1:00:00,73,1:00-2:00,320,3.5,3.5,1:00-2:00,2:00:00,80,4:00:00,45,4:00-5:30,5:30-7:00,7:00-8:00,1200,0.15,400
sample_348,300,,405,700,13:00:00,39,13:15:00,81,15:00:00,100,16:00:00,103,0.2,17:00:00,104,18:00:00,103,0.2,300,18:30-19:00,50,9,5,19:00:00,70,20:00:00,75,4:30-5:00,370,3.5,3.5,5:00-6:00,6:00:00,49,10:00:00,35,10:00-11:30,13:30-15:00,,800,0.15,400
sample_123,300,,405,700,5:00:00,21,,,6:30:00,100,7:30:00,102,0.2,8:30:00,103,9:30:00,107,0.2,200,9:30-10:30,50,9,5,11:00:00,,11:30:00,,11:30-12:30,380,3.5,3.5,12:30-13:30,13:30:00,70,15:30:00,50,15:30-17:00,17:00-18:30,,800,0.15,400
sample_1645,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1522,300,,405,700,9:00:00,60,,,11:00:00,101,12:00:00,102,0.2,13:00:00,102,14:00:00,103,0.2,300,14:00-14:30,50,10,5,14:30:00,70,15:00:00,75,23:00-0:00,350,3.5,3.5,0:00-2:00,2:00:00,60,4:00:00,45,6:30-8:00,8:00-10:30,,800,0.15,390
sample_1874,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_295,300,125,,980,9:00:00,24,,,10:30:00,100,11:30:00,102,0.2,12:30:00,103,13:30:00,105,0.2,300,16:00-16:30,40,10,5,17:00:00,70,17:30:00,78,23:00-0:00,320,3.5,3.5,0:00-1:00,1:00:00,65,3:00:00,40,8:00-9:30,10:00-11:30,,800,0.15,400
sample_954,300,,405,700,2:00:00,23,,,3:00:00,100,4:00:00,104,0.2,5:00:00,106,6:00:00,108,0.2,300,6:10-6:40,50,10,5,7:00:00,70,7:30:00,80,7:30-8:30,,3.5,3.5,9:00-10:00,10:00:00,67,12:00:00,46,12:10-13:10,13:20-14:30,,900,0.15,400
sample_1529,300,,405,700,22:00:00,38,,,23:30:00,101,0:30:00,103,0.2,1:30:00,102,2:30:00,104,0.2,300,7:00-7:30,50,9,5,8:00:00,70,8:30:00,75,14:10-14:40,350,3.5,3.5,14:30-16:30,16:30:00,65,19:30:00,45,19:30-21:30,22:00-0:00,,800,0.15,400
sample_722,300,,405,700,22:00:00,27,,,23:30:00,102,0:30:00,104,0.2,1:30:00,105,2:30:00,106,0.2,200,2:30-3:30,50,9,5,3:30:00,80,4:30:00,73,4:30-5:30,320,3.5,3.5,5:30-6:30,6:30:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440
sample_1703,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_1524,300,,405,700,4:00:00,21,,,5:00:00,100,6:00:00,102,0.2,7:00:00,103,8:00:00,105,0.2,300,10:00-10:30,50,9,5,1:00:00,70,1:30:00,70,16:00-16:30,360,3.5,3.5,16:30-18:30,18:30:00,65,23:00:00,45,23:00-0:30,1:30-3:00,,800,0.15,400
sample_125,300,,405,700,16:30:00,21,,,18:00:00,100,19:00:00,103,0.2,20:00:00,105,21:00:00,108,0.2,200,21:00-22:00,50,9,5,22:30:00,71,23:00:00,79,23:00-0:00,380,3.5,3.5,0:00-1:00,1:00:00,76,3:00:00,48,3:00-4:30,4:30-6:00,,800,0.15,420
sample_1922,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13£»00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_1186,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,102,0.2,18:00:00,103,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,78,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_938,300,,405,700,7:30:00,38,7:40:00,80,9:00:00,100,10:00:00,102,0.2,11:00:00,104,12:00:00,104,0.2,300,16:00-16:30,50,10,5,16:30:00,70,17:00:00,75,0:30-1:00,370,3.5,3.5,1:00-3:00,3:00:00,60,8:00:00,40,8:00-9:30,10:30-12:00,,800,0.15,440
sample_1744,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_936,300,,405,700,13:00:00,38,13:10:00,80,14:30:00,100,15:30:00,102,0.2,16:30:00,102,17:30:00,102,0.2,300,20:30-21:00,50,9,5,21:30:00,70,22:00:00,75,6:00-6:30,370,3.5,3.5,6:30-8:00,8:00:00,40,13:00:00,20,13:00-14:30,15:00-16:30,,800,0.15,420
sample_1973,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,440
sample_157,300,,405,700,14:00:00,26,,,16:00:00,102,17:00:00,102,0.2,18:00:00,103,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,75,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1003,300,,405,700,23:00:00,40,,,0:00:00,100,1:00:00,102,0.2,2:00:00,101,3:00:00,103,0.2,200,3:30-4:00,50,9,5,4:00:00,70,4:30:00,77,4:30-5:00,290,3.5,3.5,5:00-6:30,6:30:00,60,8:00:00,40,14:00-15:30,16:30-18:00,,800,0.15,400
sample_1407,300,,405,700,8:00:00,19,,,8:30:00,100,9:30:00,102,0.2,10:30:00,102,11:30:00,102,0.2,300,14:0-14:30,40,9,5,14:30:00,70,15:00:00,78,23:00-0:00,300,3.5,3.5,0:00-1:00,1:00:00,65,4:00:00,40,8:0-11:30,10:0-11:30,,800,0.15,420
sample_1057,300,,405,700,23:00:00,24,,,0:30:00,100,1:30:00,101,0.2,2:30:00,103,3:30:00,103,0.2,300,4:00-5:00,50,10,5,5:30:00,70,6:00:00,78,10:30-11:30,340,3.5,3.5,11:30-12:30,12:30:00,65,15:00:00,45,16£»00-19:30,20:00-21:30,,800,0.15,440
sample_1783,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_48,300,,405,700,7:00:00,24,,,8:00:00,100,9:00:00,101,0.2,10:00:00,101,11:00:00,102,0.2,300,12:00-12:30,50,10,5,12:30:00,70,13:00:00,78,18:00-19:00,300,3.5,3.5,19:00-20:30,20:00:00,60,23:00:00,40,0:30-2:30,3:00-4:30,,800,0.15,420
sample_263,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460
sample_678,300,,405,700,6:00:00,30,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_882,300,,405,700,6:00:00,39,6:15:00,80,8:00:00,100,9:00:00,103,0.2,10:00:00,102,11:00:00,102,0.2,300,16:00-16:30,50,9,5,17:00:00,70,17:30:00,75,0:30-1:00,300,3.5,3.5,1:00-3:00,3:00:00,65,5:30:00,45,8:00-10:00,11:00-12:00,,800,0.15,400
sample_1688,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,105,3:00:00,107,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,74,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_1361,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_1802,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,74,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_250,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,45,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_323,300,,405,700,12:30:00,35,12:40:00,80,14:20:00,100,15:20:00,102,0.2,16:20:00,104,17:20:00,102,0.2,300,19:00-19:30,50,10,5,20:00:00,70,20:30:00,75,6:00-7:00,300,3.5,3.5,7:00-8:00,8:00:00,65,10:00:00,45,12:30-14:30,15:00-17:00,,800,0.15,400
sample_1514,300,,405,700,8:00:00,21,,,9:30:00,100,10:30:00,101,0.2,11:30:00,102,12:30:00,103,0.2,300,12:30-12:50,50,10,5,13:00:00,70,13:30:00,75,21:00-22£»00,350,3.5,3.5,22:00-23:00,23:00:00,65,2:00:00,45,3:30-5:00,6:00-7:30,,800,0.15,400
sample_1545,300,,405,700,8:00:00,38,8:15:00,80,10:10:00,100,11:10:00,101,0.2,12:10:00,102,13:10:00,102,0.2,300,12:10-13:40,50,10,5,14:10:00,70,14:40:00,75,21:30-22:00,350,3.5,3.5,22:00-0:00,0:00:00,65,8:00:00,45,8:00-9:30,10:30-12:00,,800,0.15,400
sample_830,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_1757,300,,405,700,14:00:00,29,,,16:00:00,100,17:00:00,103,0.2,18:00:00,104,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
